Date,Open,High,Low,Close,Adj Close,Volume
2004-10-22,26.217400,26.293400,26.112700,26.179300,8.111215,2804735
2004-10-25,26.074600,26.160299,26.027100,26.141199,8.099411,3069048
2004-10-26,26.074600,26.445700,26.074600,26.293400,8.146567,4107598
2004-10-27,26.445700,26.521799,26.398100,26.493200,8.208472,3426596
2004-10-28,26.521799,26.731001,26.512199,26.731001,8.282149,5488106
2004-10-29,26.864201,27.092501,26.797600,26.892799,8.332282,16598022
2004-10-31,27.092501,27.168600,26.968901,27.111500,8.400042,3510253
2004-11-01,27.263800,27.263800,26.959400,27.101999,8.397099,2148262
2004-11-02,27.121099,27.254200,26.997400,27.149599,8.411848,4650376
2004-11-03,26.921301,26.940300,26.417101,26.588400,8.237970,8956742
2004-11-04,26.559799,26.683500,26.417101,26.683500,8.267435,5148838
2004-11-07,26.635900,26.949800,26.635900,26.778601,8.296898,4305658
2004-11-08,26.645399,26.750099,26.445700,26.493200,8.208472,6688004
2004-11-09,26.264900,27.111500,26.198299,26.826200,8.311646,14738041
2004-11-10,26.959400,27.140100,26.778601,27.006901,8.367633,10177765
2004-11-11,27.092501,27.149599,27.035400,27.063999,8.385325,6961113
2004-11-14,26.274401,26.588400,26.179300,26.588400,8.615424,17052981
2004-11-15,26.597900,26.597900,26.226900,26.540800,8.599998,10732861
2004-11-16,26.588400,26.797600,26.559799,26.712000,8.655472,6299922
2004-11-17,26.702499,26.845200,26.512199,26.540800,8.599998,6276194
2004-11-18,26.569300,26.731001,26.464701,26.512199,8.590730,3365766
2004-11-21,26.512199,26.512199,26.255400,26.312500,8.526021,3938954
2004-11-22,26.398100,26.464701,26.207800,26.369600,8.544525,4094520
2004-11-23,26.493200,26.502701,26.350500,26.398100,8.553758,2664684
2004-11-24,26.436100,26.445700,26.341000,26.445700,8.569183,4325593
2004-11-25,26.445700,26.674000,26.350500,26.550301,8.603075,5869394
2004-11-28,26.588400,26.797600,26.588400,26.759600,8.670895,3246354
2004-11-29,26.826200,26.854700,26.635900,26.693001,8.649316,3999116
2004-11-30,26.654900,26.731001,26.398100,26.417101,8.559915,5539752
2004-12-01,26.597900,26.778601,26.597900,26.664400,8.640048,4404924
2004-12-02,26.769100,26.930799,26.731001,26.921301,8.723291,3504078
2004-12-05,27.016399,27.083000,26.797600,26.835699,8.695553,4188862
2004-12-06,26.797600,26.854700,26.616899,26.683500,8.646238,4704712
2004-12-07,26.588400,26.788099,26.521799,26.731001,8.661629,3935448
2004-12-08,26.816700,26.835699,26.616899,26.654900,8.636971,3577827
2004-12-09,26.769100,26.816700,26.521799,26.540800,8.599998,4356978
2004-12-12,26.626400,26.635900,26.493200,26.635900,8.630814,2252077
2004-12-13,26.731001,27.101999,26.654900,27.101999,8.781843,4609087
2004-12-14,27.520599,27.568199,27.263800,27.330400,8.855852,10214839
2004-12-15,27.377899,27.396900,27.092501,27.206699,8.815768,8698415
2004-12-16,27.111500,27.225700,26.987900,27.159100,8.800345,4693455
2004-12-19,27.111500,27.111500,26.978399,27.006901,8.751026,2322291
2004-12-20,27.054501,27.140100,26.968901,27.092501,8.778763,2333013
2004-12-21,27.140100,27.254200,27.111500,27.149599,8.797268,3534197
2004-12-22,27.149599,27.149599,27.054501,27.130600,8.791112,2620350
2004-12-23,27.206699,27.339899,27.178101,27.311300,8.849662,9938729
2004-12-26,27.311300,27.311300,27.311300,27.311300,8.849662,0
2004-12-27,27.311300,27.311300,27.311300,27.311300,8.849662,0
2004-12-28,27.387400,27.425501,27.311300,27.358900,8.865088,1916225
2004-12-29,27.492100,27.492100,27.406500,27.434999,8.889746,1517157
2004-12-30,27.444500,27.454000,27.349400,27.416000,8.883589,942607
2005-01-03,27.416000,27.568199,27.311300,27.396900,8.877398,2004760
2005-01-04,27.301800,27.349400,27.216200,27.282801,8.840430,2145875
2005-01-05,27.254200,27.387400,27.225700,27.301800,8.846584,1918838
2005-01-06,27.425501,27.482500,27.311300,27.416000,8.883589,1846666
2005-01-09,27.482500,27.568199,27.377899,27.549101,8.926717,2069352
2005-01-10,27.568199,27.644300,27.520599,27.520599,8.917481,3357714
2005-01-11,27.416000,27.530100,27.416000,27.520599,8.917481,1881014
2005-01-12,27.539600,27.625200,27.358900,27.387400,8.874320,2937904
2005-01-13,27.320801,27.406500,27.263800,27.339899,8.858929,2402633
2005-01-16,27.349400,27.444500,27.225700,27.254200,8.831161,2028743
2005-01-17,27.349400,27.444500,27.263800,27.444500,8.892825,3637325
2005-01-18,27.492100,27.520599,27.254200,27.396900,8.877398,2973036
2005-01-19,27.301800,27.482500,27.216200,27.377899,8.871243,3593798
2005-01-20,27.396900,27.501600,27.330400,27.416000,8.883589,2512656
2005-01-23,27.244699,27.358900,27.244699,27.320801,8.852742,2525575
2005-01-24,27.349400,27.444500,27.254200,27.377899,8.871243,3253693
2005-01-26,27.377899,27.558599,27.377899,27.520599,8.917481,5859340
2005-01-27,27.634800,27.872601,27.634800,27.767900,8.997615,10655414
2005-01-30,27.710899,28.281601,27.691799,28.186501,9.133253,6124203
2005-01-31,28.386299,28.500401,28.310200,28.395800,9.201073,5626673
2005-02-01,28.405300,28.471901,28.234100,28.471901,9.225732,4153241
2005-02-02,28.538500,28.652599,28.386299,28.557501,9.253470,4348335
2005-02-03,28.519400,28.690701,28.452900,28.662100,9.287361,4123555
2005-02-06,28.681200,28.709700,28.272100,28.519400,9.241122,4707465
2005-02-07,28.633600,28.662100,28.338699,28.471901,9.225732,3925589
2005-02-08,28.614599,28.633600,28.300600,28.348200,9.185648,2741417
2005-02-09,28.348200,29.004601,28.329201,28.966600,9.386028,8540418
2005-02-10,28.823900,28.871401,28.424299,28.509899,9.238044,4011167
2005-02-13,28.633600,28.662100,28.215000,28.224600,9.145598,4054566
2005-02-14,28.205500,28.395800,28.100901,28.195999,9.136329,4079492
2005-02-15,28.386299,28.395800,28.186501,28.243601,9.151756,2160082
2005-02-16,28.186501,28.205500,27.910601,28.158001,9.124018,4392607
2005-02-17,28.034300,28.129400,27.939199,28.100901,9.105517,3191435
2005-02-20,28.062799,28.110399,27.882099,27.939199,9.053122,2505335
2005-02-21,27.929600,28.081900,27.882099,28.081900,9.099360,3131905
2005-02-22,27.977200,28.015301,27.777500,27.777500,9.000726,2691420
2005-02-23,27.729900,27.853500,27.111500,27.206699,8.815768,6350701
2005-02-24,27.349400,27.577700,27.282801,27.492100,8.908246,9007285
2005-02-27,27.587200,27.777500,27.216200,27.396900,8.877398,4373854
2005-02-28,27.339899,27.825001,27.320801,27.787001,9.003804,4840352
2005-03-01,27.872601,28.119900,27.834499,28.062799,9.093170,5581001
2005-03-02,27.977200,28.186501,27.920099,28.053301,9.090094,2924518
2005-03-03,28.062799,28.186501,27.958200,28.024799,9.080857,1296525
2005-03-06,28.281601,28.291100,27.920099,27.920099,9.046930,2304546
2005-03-07,27.920099,28.005800,27.882099,27.920099,9.046930,2003149
2005-03-08,27.920099,27.948700,27.682301,27.758400,8.994537,3373209
2005-03-09,27.796499,27.815500,27.615700,27.777500,9.000726,3295988
2005-03-10,27.682301,27.767900,27.454000,27.682301,8.969878,3472187
2005-03-13,27.634800,27.844000,27.558599,27.834499,9.019195,1963826
2005-03-14,27.872601,27.882099,27.739401,27.767900,8.997615,2063539
2005-03-15,27.853500,28.062799,27.853500,28.062799,9.093170,3312718
2005-03-16,28.053301,28.062799,27.872601,27.882099,9.034618,3212198
2005-03-17,27.920099,27.996201,27.701300,27.701300,8.976035,3290421
2005-03-20,27.767900,27.777500,27.625200,27.729900,8.985300,2653607
2005-03-21,27.729900,27.939199,27.682301,27.777500,9.000726,3800054
2005-03-22,27.587200,27.663300,27.368401,27.387400,8.874320,5881737
2005-03-23,27.587200,27.587200,27.206699,27.339899,8.858929,8947593
2005-03-29,27.339899,27.549101,27.016399,27.101999,8.781843,4259362
2005-03-30,26.997400,27.206699,26.854700,27.140100,8.794190,4280768
2005-03-31,27.349400,27.454000,26.959400,26.968901,8.738716,5293350
2005-04-01,27.178101,27.244699,26.968901,27.206699,8.815768,3128301
2005-04-04,27.197201,27.273300,27.045000,27.206699,8.815768,2126766
2005-04-05,27.206699,27.311300,27.149599,27.244699,8.828080,2906457
2005-04-06,27.492100,27.653799,27.263800,27.349400,8.862007,5404147
2005-04-07,27.349400,27.501600,27.254200,27.444500,8.892825,2924048
2005-04-08,27.539600,27.691799,27.463499,27.691799,8.972956,2923672
2005-04-11,27.672800,27.834499,27.558599,27.729900,8.985300,3165699
2005-04-12,27.729900,27.872601,27.682301,27.825001,9.016117,4910171
2005-04-13,27.853500,27.920099,27.615700,27.644300,8.957564,6185950
2005-04-14,27.482500,27.539600,27.301800,27.444500,8.892825,5726836
2005-04-15,27.434999,27.473000,27.330400,27.349400,8.862007,2824222
2005-04-18,27.111500,27.187700,26.949800,26.978399,8.741794,4774626
2005-04-19,26.997400,27.416000,26.987900,27.349400,8.862007,4759407
2005-04-20,27.492100,27.587200,27.339899,27.587200,8.939061,5116988
2005-04-21,27.396900,27.729900,27.349400,27.691799,8.972956,3168199
2005-04-22,27.682301,27.739401,27.454000,27.615700,8.948298,4402535
2005-04-26,27.615700,27.644300,27.349400,27.406500,8.880511,3175795
2005-04-27,27.434999,27.568199,27.282801,27.539600,8.923639,3642128
2005-04-28,27.606199,28.043800,27.587200,28.043800,9.087014,5276585
2005-04-29,27.787001,28.062799,27.615700,27.729900,8.985300,14753313
2005-05-02,27.901100,28.034300,27.767900,27.958200,9.059278,2217247
2005-05-03,28.072300,28.215000,27.891600,28.062799,9.093170,3822528
2005-05-04,28.062799,28.062799,27.758400,27.834499,9.019195,2327350
2005-05-05,27.958200,27.958200,27.568199,27.777500,9.000726,2444998
2005-05-06,27.872601,27.948700,27.796499,27.825001,9.016117,2076905
2005-05-09,27.920099,28.177000,27.825001,28.081900,9.099360,3773786
2005-05-10,28.234100,28.548000,28.234100,28.528999,9.244235,8036114
2005-05-11,28.871401,29.033100,28.367201,28.966600,9.386028,18488497
2005-05-12,29.014099,29.432699,29.014099,29.413700,9.530900,10197333
2005-05-13,29.251900,29.594400,29.251900,29.451700,9.543214,8678801
2005-05-16,29.299500,29.575399,29.280500,29.356600,9.512400,5224086
2005-05-17,29.489799,29.660999,29.309000,29.489799,9.555560,6312577
2005-05-18,29.413700,29.698999,29.404100,29.632500,9.601800,5378456
2005-05-19,29.775101,29.965401,29.708500,29.946400,9.703509,5418699
2005-05-20,29.955900,30.070000,29.822701,29.822701,9.663430,3092304
2005-05-23,29.870300,30.136600,29.870300,30.136600,9.765142,3356864
2005-05-24,29.993900,30.364901,29.993900,30.279301,9.811381,4260216
2005-05-25,30.060499,30.260300,29.984400,30.108101,9.755908,3511963
2005-05-26,30.060499,30.250799,29.984400,30.250799,9.802145,4108454
2005-05-27,30.022499,30.279301,29.946400,30.174700,9.777488,14774686
2005-05-30,30.136600,30.336399,30.127100,30.336399,9.829885,3773711
2005-05-31,30.441000,30.479099,29.917801,29.917801,9.694247,4962005
2005-06-01,30.079500,30.279301,29.765600,30.231800,9.795988,5838270
2005-06-02,29.632500,29.746599,29.556400,29.632500,9.601800,19133319
2005-06-03,29.584900,29.584900,29.128300,29.280500,9.487741,4394896
2005-06-06,29.213900,29.423201,29.071199,29.404100,9.527791,2753260
2005-06-07,29.584900,29.775101,29.489799,29.727600,9.632615,4821358
2005-06-08,29.584900,29.965401,29.546801,29.965401,9.709670,4437147
2005-06-09,29.917801,30.089100,29.651501,29.727600,9.632615,5287540
2005-06-10,29.680000,29.718100,29.404100,29.508801,9.561718,2580853
2005-06-14,29.508801,29.613400,29.261400,29.461201,9.546293,2677906
2005-06-15,29.451700,29.451700,29.223400,29.394600,9.524709,3708320
2005-06-16,29.489799,29.689501,29.299500,29.489799,9.555560,6348692
2005-06-17,29.442200,29.680000,29.366100,29.680000,9.617191,3118627
2005-06-20,29.613400,29.622900,29.175800,29.204399,9.463083,3919552
2005-06-21,29.242399,29.423201,29.156799,29.299500,9.493897,2823672
2005-06-22,29.251900,29.375601,29.175800,29.185400,9.456926,2790588
2005-06-23,29.242399,29.442200,28.966600,29.109200,9.432235,4377832
2005-06-24,28.995100,29.052200,28.757299,29.014099,9.401419,9668084
2005-06-27,28.871401,28.966600,28.747801,28.919001,9.370604,3226514
2005-06-28,28.890400,29.394600,28.880899,29.366100,9.515477,3475038
2005-06-29,29.356600,29.508801,29.061701,29.204399,9.463083,3135282
2005-06-30,29.204399,29.404100,29.071199,29.261400,9.481552,2986513
2005-07-01,29.242399,29.299500,28.900000,29.061701,9.416844,4554534
2005-07-04,29.147301,29.194901,28.995100,29.061701,9.416844,1426649
2005-07-05,29.280500,29.280500,29.090200,29.232901,9.472319,2603344
2005-07-06,29.223400,29.242399,28.871401,28.890400,9.361338,2941904
2005-07-07,28.947500,28.947500,28.633600,28.709700,9.302785,4030996
2005-07-08,28.671600,28.871401,28.595600,28.738199,9.312019,2401175
2005-07-11,28.842899,28.919001,28.747801,28.871401,9.355180,2370835
2005-07-12,28.976101,29.185400,28.880899,29.099701,9.429159,3288756
2005-07-13,29.090200,29.213900,28.947500,29.185400,9.456926,2964819
2005-07-14,29.290001,29.584900,29.204399,29.546801,9.574032,3957386
2005-07-15,29.584900,29.889299,29.584900,29.794201,9.654197,4446226
2005-07-18,29.775101,29.984400,29.737101,29.879801,9.681934,3493836
2005-07-19,29.784700,29.860800,29.727600,29.775101,9.648007,3328181
2005-07-20,29.775101,29.908300,29.756100,29.794201,9.654197,2692990
2005-07-21,29.965401,30.108101,29.955900,30.089100,9.749750,3625108
2005-07-22,30.041500,30.345900,30.013000,30.345900,9.832961,6342559
2005-07-25,30.250799,30.250799,29.965401,30.089100,9.749750,4915301
2005-07-26,30.060499,30.326900,30.041500,30.155701,9.771330,2527432
2005-07-27,30.193701,30.288799,30.155701,30.184200,9.780564,2282650
2005-07-28,30.203199,30.203199,29.841700,29.870300,9.678851,5273300
2005-07-29,29.946400,29.965401,29.680000,29.727600,9.632615,9690254
2005-08-01,29.965401,29.965401,29.575399,29.575399,9.583298,2403619
2005-08-02,29.508801,29.603901,29.423201,29.546801,9.574032,3402318
2005-08-03,29.632500,29.680000,29.223400,29.261400,9.481552,4870625
2005-08-04,29.480200,29.556400,29.232901,29.299500,9.493897,3297027
2005-08-05,29.109200,29.347099,29.042700,29.347099,9.509320,3198898
2005-08-08,29.109200,29.642000,29.109200,29.603901,9.592531,2843489
2005-08-09,29.537300,29.546801,29.404100,29.480200,9.552450,2834013
2005-08-10,29.489799,29.575399,29.251900,29.442200,9.540136,3494867
2005-08-11,29.613400,29.841700,29.594400,29.718100,9.629537,4281667
2005-08-12,29.822701,29.822701,29.499300,29.622900,9.598688,2875675
2005-08-15,29.442200,29.565901,29.366100,29.442200,9.540136,2512096
2005-08-16,29.508801,29.841700,29.489799,29.832199,9.666506,4172124
2005-08-17,29.727600,30.269800,29.689501,30.117599,9.758984,5527443
2005-08-18,29.965401,30.155701,29.851200,29.908300,9.691167,3602452
2005-08-19,29.908300,30.108101,29.775101,29.870300,9.678851,2843678
2005-08-22,29.822701,29.965401,29.603901,29.784700,9.651115,1798942
2005-08-23,29.565901,29.775101,29.518299,29.632500,9.601800,3157416
2005-08-24,29.698999,29.727600,29.385099,29.584900,9.586374,2647835
2005-08-25,29.727600,29.727600,29.442200,29.689501,9.620269,2541638
2005-08-26,29.756100,30.013000,29.727600,30.013000,9.725094,4990396
2005-08-29,29.680000,29.822701,29.442200,29.442200,9.540136,3497057
2005-08-30,29.632500,29.727600,29.489799,29.603901,9.592531,4071299
2005-08-31,29.356600,29.784700,29.347099,29.784700,9.651115,2992093
2005-09-01,29.870300,29.879801,29.413700,29.670500,9.614113,5041924
2005-09-02,29.860800,29.860800,29.442200,29.480200,9.552450,2945488
2005-09-05,29.737101,29.737101,29.366100,29.556400,9.577141,2601050
2005-09-06,29.765600,29.765600,29.546801,29.546801,9.574032,2392532
2005-09-07,29.870300,29.870300,29.546801,29.680000,9.617191,2392460
2005-09-08,29.965401,29.965401,29.803699,29.803699,9.657273,3022377
2005-09-09,29.708500,29.860800,29.546801,29.803699,9.657273,1915773
2005-09-12,29.813200,29.936899,29.689501,29.860800,9.675777,2535843
2005-09-13,29.841700,30.117599,29.813200,30.117599,9.758984,3508000
2005-09-14,29.946400,30.317400,29.946400,30.250799,9.802145,4342505
2005-09-15,30.165199,30.441000,30.060499,30.117599,9.758984,6990096
2005-09-16,30.212700,30.450600,29.984400,30.422001,9.857621,4797278
2005-09-19,30.422001,30.488600,30.279301,30.317400,9.823728,1768717
2005-09-20,30.336399,30.859600,30.222200,30.859600,9.999417,5337572
2005-09-21,30.583700,31.097401,30.583700,31.021299,10.051812,4797968
2005-09-22,30.954700,31.059401,30.764500,30.973801,10.036420,2884812
2005-09-23,30.821600,30.992800,30.735901,30.821600,9.987103,3105623
2005-09-26,31.059401,31.411400,31.011801,31.344801,10.156634,4122420
2005-09-27,31.439899,31.687201,31.316200,31.611099,10.242925,7664075
2005-09-28,31.582600,31.934500,30.916700,31.868000,10.326166,6863674
2005-09-29,31.810900,32.029701,31.620600,31.963100,10.356980,4610596
2005-09-30,31.772800,31.953600,31.439899,31.439899,10.187449,9246921
2005-10-03,31.401800,31.582600,31.278200,31.497000,10.205954,1814098
2005-10-04,31.535000,31.725300,31.439899,31.573099,10.230614,2287077
2005-10-05,31.392300,31.525499,31.164000,31.164000,10.098051,3556586
2005-10-06,30.916700,31.287701,30.726400,30.726400,9.956254,3159161
2005-10-07,30.926201,30.945200,30.355400,30.678900,9.940863,3051084
2005-10-10,30.726400,30.821600,30.555201,30.631300,9.925440,2798240
2005-10-11,30.441000,30.583700,30.307899,30.317400,9.823728,2742812
2005-10-12,30.412500,30.650299,30.345900,30.583700,9.910016,3224772
2005-10-13,30.384001,30.526699,30.345900,30.403000,9.851464,2793865
2005-10-14,30.269800,30.545700,30.203199,30.364901,9.839119,2316702
2005-10-17,30.678900,30.754999,30.574200,30.659800,9.934676,1746702
2005-10-18,30.745399,30.840599,30.574200,30.783501,9.974759,2397193
2005-10-19,30.583700,30.774000,30.364901,30.364901,9.839119,2689653
2005-10-20,30.555201,30.726400,30.422001,30.631300,9.925440,2500039
2005-10-21,30.250799,30.631300,30.098600,30.536200,9.894624,2660629
2005-10-24,30.298300,30.583700,30.184200,30.583700,9.910016,3566811
2005-10-25,30.631300,30.869101,30.583700,30.716900,9.953176,4779763
2005-10-26,30.869101,31.335300,30.697901,31.106899,10.079547,6198106
2005-10-27,31.173500,31.592100,31.154499,31.525499,10.215186,4829503
2005-10-28,31.221100,31.287701,30.878599,31.087900,10.073392,19228757
2005-10-30,31.344801,31.477900,31.259100,31.392300,10.172027,3088687
2005-10-31,31.582600,31.687201,31.420900,31.487400,10.202839,2221030
2005-11-01,31.725300,31.753799,31.097401,31.325701,10.150446,2988719
2005-11-02,31.563601,31.763300,31.392300,31.696699,10.270660,2953250
2005-11-03,31.677700,31.953600,31.601601,31.763300,10.292241,3209982
2005-11-06,31.611099,31.906000,31.554001,31.906000,10.338478,2458994
2005-11-07,32.048698,32.105801,31.715799,32.010700,10.372404,3704469
2005-11-08,31.411400,31.820400,31.297199,31.563601,10.227531,9002537
2005-11-09,31.002300,31.135500,30.479099,30.935699,10.024075,14809627
2005-11-10,31.297199,31.297199,31.078400,31.183001,10.104206,5184077
2005-11-13,31.154499,31.382799,31.068899,31.382799,10.168948,3812460
2005-11-14,31.392300,31.687201,31.344801,31.582600,10.233689,4882574
2005-11-15,31.487400,31.868000,31.487400,31.868000,10.326166,3256076
2005-11-16,31.924999,32.105801,31.820400,31.972601,10.360063,5083691
2005-11-17,32.039200,32.086800,31.820400,31.820400,10.310742,5951558
2005-11-20,31.782400,31.991600,31.772800,31.963100,10.732925,303000
2005-11-21,32.096298,32.105801,31.725300,31.772800,10.669021,278629
2005-11-22,30.916700,31.049900,30.726400,31.011801,10.413488,2228752
2005-11-23,31.164000,31.325701,31.125999,31.297199,10.509317,5010624
2005-11-24,31.268700,31.325701,30.964300,31.059401,10.429470,3786276
2005-11-27,31.154499,31.154499,30.850100,31.125999,10.451833,2285161
2005-11-28,31.059401,31.106899,30.726400,31.106899,10.445420,3772396
2005-11-29,31.087900,31.278200,30.878599,30.878599,10.368756,5893185
2005-11-30,30.774000,30.888100,30.193701,30.288799,10.170709,4569509
2005-12-01,30.678900,30.726400,30.393499,30.517099,10.247370,2490915
2005-12-04,30.697901,30.697901,30.336399,30.441000,10.221816,2832370
2005-12-05,30.441000,30.754999,30.336399,30.536200,10.253784,2151475
2005-12-06,30.545700,30.631300,30.317400,30.517099,10.247370,2758661
2005-12-07,30.564699,30.669300,29.993900,30.193701,10.138776,3084523
2005-12-08,30.193701,30.374500,29.841700,29.974899,10.065303,2716229
2005-12-11,30.165199,30.345900,30.022499,30.231800,10.151568,2298530
2005-12-12,30.060499,30.098600,29.794201,29.813200,10.011006,2559425
2005-12-13,29.965401,30.355400,29.936899,30.250799,10.157948,2736444
2005-12-14,30.441000,30.460100,30.060499,30.250799,10.157948,5177557
2005-12-15,30.013000,30.307899,29.870300,30.307899,10.177121,3293001
2005-12-18,30.269800,30.574200,30.260300,30.403000,10.209053,2765601
2005-12-19,30.450600,30.593300,30.165199,30.564699,10.263353,2710758
2005-12-20,30.583700,30.774000,30.545700,30.774000,10.333632,2886503
2005-12-21,30.735901,30.859600,30.222200,30.250799,10.157948,2727705
2005-12-22,30.441000,30.745399,30.298300,30.640800,10.288907,4646048
2005-12-27,30.640800,30.983299,30.640800,30.916700,10.381550,1983648
2005-12-28,30.831100,30.926201,30.650299,30.926201,10.384742,1472058
2005-12-29,30.840599,30.916700,30.726400,30.821600,10.349618,923670
2006-01-02,30.821600,30.869101,30.631300,30.792999,10.340014,901928
2006-01-03,30.916700,30.983299,30.792999,30.935699,10.387932,2429254
2006-01-04,31.011801,31.135500,30.935699,31.078400,10.435849,3223708
2006-01-05,30.992800,31.059401,30.916700,30.964300,10.397536,1649814
2006-01-08,31.059401,31.135500,30.926201,30.983299,10.403915,2690357
2006-01-09,31.002300,31.049900,30.792999,30.945200,10.391121,3273293
2006-01-10,31.049900,31.145000,31.040300,31.059401,10.429470,3514500
2006-01-11,31.125999,31.192600,30.831100,31.040300,10.423053,3487634
2006-01-12,31.059401,31.106899,30.926201,31.049900,10.426279,1838725
2006-01-15,31.011801,31.145000,30.945200,30.973801,10.400725,2465805
2006-01-16,30.926201,31.154499,30.850100,31.040300,10.423053,2763514
2006-01-17,30.869101,31.040300,30.631300,30.678900,10.301700,4487772
2006-01-18,30.831100,31.164000,30.631300,31.125999,10.451833,4391474
2006-01-19,31.202101,31.611099,31.164000,31.573099,10.601965,6956628
2006-01-22,31.316200,31.525499,31.059401,31.449400,10.560428,4655687
2006-01-23,31.497000,31.535000,31.202101,31.420900,10.550858,3556701
2006-01-24,31.430401,31.839399,31.401800,31.791901,10.675435,10233959
2006-01-26,31.791901,32.020199,31.791901,31.991600,10.742493,3645258
2006-01-29,32.029701,32.096298,31.706200,31.915501,10.716940,5302280
2006-01-30,31.991600,32.229500,31.915501,32.229500,10.822378,4085055
2006-01-31,32.343601,32.933399,32.334099,32.866798,11.036378,8095117
2006-02-01,33.009499,33.237801,32.800201,32.800201,11.014015,8167766
2006-02-02,32.876301,32.990501,32.638500,32.819199,11.020395,7231822
2006-02-05,32.809700,33.504200,32.790699,33.352001,11.199304,6162646
2006-02-06,33.294899,33.542198,33.256802,33.370998,11.205683,4666312
2006-02-07,33.161701,33.542198,32.971500,33.294899,11.180132,3946603
2006-02-08,33.485100,33.532700,33.009499,33.275902,11.173751,4369059
2006-02-09,33.389999,33.675400,33.294899,33.294899,11.180132,5508312
2006-02-12,33.199799,33.437599,32.885799,32.971500,11.071535,3480838
2006-02-13,32.933399,33.637299,32.933399,33.637299,11.295104,6628389
2006-02-14,33.675400,33.856098,33.466099,33.646900,11.298328,6310513
2006-02-15,33.580299,33.827599,33.437599,33.770500,11.339830,3830635
2006-02-16,33.723000,34.027401,33.580299,33.751499,11.333451,3447678
2006-02-19,33.865700,33.998798,33.713501,33.979801,11.410110,2246428
2006-02-20,33.979801,33.979801,33.723000,33.951302,11.400545,3791444
2006-02-21,33.865700,34.179600,33.865700,33.970299,11.406924,3794576
2006-02-22,34.122501,34.379299,34.008400,34.008400,11.419717,4583329
2006-02-23,33.913200,34.350800,33.865700,34.170101,11.474015,10553889
2006-02-26,34.103500,34.769402,34.046398,34.769402,11.675256,3401564
2006-02-27,34.778900,35.102299,34.674301,34.893002,11.716757,7739093
2006-02-28,34.778900,34.883499,34.179600,34.179600,11.477202,5825102
2006-03-01,34.350800,34.769402,34.008400,34.579102,11.611353,3536027
2006-03-02,34.531601,35.035702,34.512501,34.721802,11.659271,4616529
2006-03-05,34.683800,35.054798,34.455399,35.026199,11.761486,4010923
2006-03-06,34.797901,35.083302,34.759899,34.931099,11.729550,4107229
2006-03-07,34.816898,35.149899,34.769402,35.007198,11.755105,6073750
2006-03-08,34.912102,35.416199,34.759899,35.102299,11.787040,3939619
2006-03-09,35.273602,35.340099,35.111801,35.197399,11.818972,2257883
2006-03-12,35.340099,35.387699,35.130901,35.359200,11.873302,2339369
2006-03-13,35.292599,35.340099,34.969200,35.007198,11.755105,5088647
2006-03-14,35.016701,35.083302,34.388901,34.636200,11.630527,7239119
2006-03-15,34.721802,34.759899,34.236698,34.388901,11.547488,9885697
2006-03-16,34.484001,34.531601,34.170101,34.265202,11.505948,6474911
2006-03-19,34.360298,34.636200,33.903702,34.017899,11.422905,4663505
2006-03-20,34.151001,34.445900,34.074902,34.246201,11.499567,3289090
2006-03-21,34.255699,34.940601,34.208099,34.769402,11.675256,5998634
2006-03-22,35.007198,35.340099,34.912102,35.168900,11.809402,5090526
2006-03-23,35.197399,35.368698,35.016701,35.197399,11.818972,3757214
2006-03-26,35.244999,35.673100,35.244999,35.530399,11.930789,2817514
2006-03-27,35.482800,36.006001,35.435299,35.768200,12.010641,4489732
2006-03-28,35.549400,35.996498,35.435299,35.929901,12.064939,3510474
2006-03-29,35.929901,36.006001,35.558899,35.901402,12.055369,4170439
2006-03-30,35.796799,35.901402,35.587502,35.863300,12.042578,11643818
2006-04-03,35.863300,35.863300,35.330601,35.539902,11.933981,3144738
2006-04-04,35.625500,35.853802,35.273602,35.273602,11.844561,2734353
2006-04-05,35.321098,35.739700,35.207001,35.739700,12.001073,3716603
2006-04-06,35.796799,36.034599,35.378201,35.406700,11.889256,4409559
2006-04-07,35.387699,35.701599,35.264000,35.701599,11.988278,2439864
2006-04-10,35.625500,35.853802,35.235500,35.406700,11.889256,4197626
2006-04-11,35.501900,35.558899,35.235500,35.330601,11.863700,2658020
2006-04-12,35.168900,35.168900,34.893002,34.978699,11.745533,3521756
2006-04-13,35.054798,35.178398,34.607700,34.750401,11.668873,2158992
2006-04-18,34.750401,35.187901,34.731300,35.187901,11.815784,3304710
2006-04-19,35.539902,35.587502,35.359200,35.539902,11.933981,5375008
2006-04-20,35.539902,35.692101,35.244999,35.511398,11.924410,2966199
2006-04-21,35.397202,35.654099,35.359200,35.387699,11.882874,4076123
2006-04-24,35.463799,35.482800,35.064301,35.187901,11.815784,3220053
2006-04-26,35.187901,35.863300,35.187901,35.825298,12.029814,4907385
2006-04-27,35.682598,36.148701,35.682598,36.006001,12.090494,5877422
2006-04-28,35.910900,36.243900,35.644600,35.777699,12.013833,10414395
2006-05-01,35.901402,36.139198,35.796799,35.844299,12.036195,1814296
2006-05-02,35.844299,35.853802,35.435299,35.549400,11.937174,4353484
2006-05-03,35.244999,35.473301,35.007198,35.425800,11.895666,4549583
2006-05-04,35.092800,35.330601,34.778900,34.797901,11.684824,3980219
2006-05-05,34.893002,34.893002,34.398399,34.788399,11.681635,4166011
